日期,收盤價,漲跌幅(%),外資買賣超(張),外資買賣超(股),外資方向,大盤漲跌幅(%),備註
2026-07-17,2290.0,-7.29,-44184,-44183964,賣超,-6.47,系統性下跌(大盤重挫)
